time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-09-14T10:52:18.000Z,32.0485,-115.1981667,9.939,4.96,mw,12,263,0.3808,0.21,ci,ci10798005,2022-08-06T04:31:31.041Z,"20km S of Alberto Oviedo Mota, B.C., MX",earthquake,1.95,31.61,,0,reviewed,ci,ci
2010-08-05T00:04:17.860Z,43.596,-110.391,5,4.8,mwr,120,24.6,,0.97,us,usp000hhj8,2022-08-09T08:05:26.551Z,"19 km E of Kelly, Wyoming",earthquake,,,,,reviewed,us,us
2010-07-07T23:53:33.480Z,33.4173333,-116.4746667,12.318,5.42,mw,112,19,0.09786,0.23,ci,ci10736069,2022-08-06T03:46:43.497Z,"20km NNW of Borrego Springs, CA",earthquake,0.16,0.35,,7,reviewed,ci,ci
2010-06-15T04:26:58.240Z,32.705,-115.9113333,8.756,5.71,mw,45,71,0.05832,0.2,ci,ci14745580,2022-08-06T03:17:33.097Z,"8km ESE of Ocotillo, CA",earthquake,0.41,0.83,,6,reviewed,ci,ci
2010-05-22T17:33:17.900Z,32.6243333,-115.7683333,7.493,4.6,mw,32,131,0.04329,0.14,ci,ci14718764,2022-08-06T02:48:48.318Z,"18km WNW of Progreso, B.C., MX",earthquake,0.56,0.76,,6,reviewed,ci,ci
2010-05-22T17:30:58.170Z,32.6168333,-115.7563333,8.073,4.9,mw,38,132,0.0411,0.17,ci,ci14718756,2022-08-06T02:47:40.828Z,"17km WNW of Progreso, B.C., MX",earthquake,0.54,0.69,,0,reviewed,ci,ci
2010-05-19T00:38:59.780Z,32.6601667,-115.8253333,8.913,4.53,mw,32,80,0.008128,0.18,ci,ci10671989,2022-08-06T02:41:01.008Z,"18km ESE of Ocotillo, CA",earthquake,0.55,0.61,,0,reviewed,ci,ci
2010-05-08T18:46:27.460Z,32.6755,-115.8101667,2.383,4.69,mw,43,88,0.02652,0.18,ci,ci10657549,2022-08-06T02:27:59.474Z,"18km ESE of Ocotillo, CA",earthquake,0.32,0.52,,6,reviewed,ci,ci
2010-05-08T18:33:10.750Z,32.6815,-115.7971667,5.955,4.8,mw,54,97,0.02883,0.24,ci,ci10657533,2022-08-06T02:26:51.544Z,"19km ESE of Ocotillo, CA",earthquake,0.37,31.61,,0,reviewed,ci,ci
2010-05-04T11:26:32.050Z,32.2636667,-115.2866667,14.059,4.68,ml,21,224,0.1562,0.26,ci,ci14692836,2022-08-06T02:17:20.744Z,"12km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,1.56,1.04,0.156,193,reviewed,ci,ci
2010-04-27T10:55:35.720Z,32.6921667,-115.8465,3.278,4.58,mw,43,56,0.02767,0.23,ci,ci14682004,2022-08-06T02:12:05.840Z,"14km ESE of Ocotillo, CA",earthquake,0.3,0.46,,6,reviewed,ci,ci
2010-04-22T17:12:13.050Z,32.6595,-115.8075,5.315,4.63,ml,40,125,0.0165,0.21,ci,ci10629477,2022-08-06T02:07:48.245Z,"19km ESE of Ocotillo, CA",earthquake,0.41,0.34,0.133,408,reviewed,ci,ci
2010-04-15T23:59:39.260Z,41.7133333,-111.094,10.16,4.89,ml,29,88,0.2638,0.21,uu,uu50407595,2022-06-21T03:33:37.998Z,"9 km NE of Randolph, Utah",earthquake,0.52,1.26,,22,reviewed,uu,uu
2010-04-15T10:20:46.910Z,32.096,-115.0111667,16.603,4.73,mw,7,311,0.2135,0.08,ci,ci10612285,2022-08-06T01:57:32.842Z,"11km S of Estacion Coahuila, B.C., MX",earthquake,2.62,1.51,,6,reviewed,ci,ci
2010-04-10T09:12:28.030Z,32.6753333,-115.7581667,9.715,4.5,mw,45,55,0.00853,0.2,ci,ci10597061,2022-08-06T01:44:56.777Z,"20km WNW of Progreso, B.C., MX",earthquake,0.35,0.52,,0,reviewed,ci,ci
2010-04-09T23:05:42.000Z,32.1818333,-115.245,12.267,4.7,mw,21,247,0.187,0.16,ci,ci10595133,2022-08-06T01:35:53.280Z,"9km SW of Alberto Oviedo Mota, B.C., MX",earthquake,1.16,1.37,,0,reviewed,ci,ci
2010-04-08T16:44:25.010Z,32.1646667,-115.2683333,9.985,5.29,mw,20,249,0.4901,0.2,ci,ci10589037,2022-08-06T01:25:22.927Z,"12km SW of Alberto Oviedo Mota, B.C., MX",earthquake,1.52,31.61,,6,reviewed,ci,ci
2010-04-06T10:06:37.750Z,32.6651667,-115.8106667,1.733,4.51,ml,39,158,0.07283,0.23,ci,ci14618772,2022-08-06T01:06:22.600Z,"19km ESE of Ocotillo, CA",earthquake,0.46,0.67,0.13,209,reviewed,ci,ci
2010-04-06T08:12:23.620Z,31.8315,-115.0126667,9.961,4.67,ml,9,289,0.8188,0.16,ci,ci14618236,2022-08-06T01:08:26.750Z,"40km S of Estacion Coahuila, B.C., MX",earthquake,5.92,31.61,0.152,273,reviewed,ci,ci
2010-04-06T04:12:21.260Z,32.5936667,-115.7738333,3.983,4.56,ml,34,195,0.06844,0.23,ci,ci14617100,2022-08-06T01:01:32.477Z,"18km W of Progreso, B.C., MX",earthquake,0.45,0.53,0.132,174,reviewed,ci,ci
2010-04-06T01:23:00.820Z,32.2151667,-115.0715,9.994,4.51,ml,7,263,0.5276,0.4,ci,ci14616380,2022-08-06T01:07:25.178Z,"7km WNW of Estacion Coahuila, B.C., MX",earthquake,4.77,31.61,0.229,189,reviewed,ci,ci
2010-04-05T13:33:05.360Z,32.6401667,-115.8018333,0.002,4.73,mw,36,188,0.06431,0.23,ci,ci14613212,2022-08-06T00:51:39.120Z,"21km ESE of Ocotillo, CA",earthquake,0.51,0.83,,6,reviewed,ci,ci
2010-04-05T11:14:14.890Z,32.6638333,-115.8088333,13.653,4.93,mw,37,160,0.07104,0.29,ci,ci14612516,2022-08-06T00:49:12.642Z,"19km ESE of Ocotillo, CA",earthquake,0.73,0.84,,0,reviewed,ci,ci
2010-04-05T03:15:24.770Z,32.6465,-115.8055,1.243,4.96,ml,35,181,0.06681,0.21,ci,ci14609660,2022-08-06T00:44:45.402Z,"20km ESE of Ocotillo, CA",earthquake,0.71,0.9,0.142,178,reviewed,ci,ci
2010-04-05T02:47:27.410Z,32.2851667,-115.3025,10.003,4.51,ml,15,239,0.5262,0.19,ci,ci30389759,2020-06-27T07:25:08.642Z,"13km SW of Delta, B.C., MX",earthquake,1.36,31.61,0.169,198,reviewed,ci,ci
2010-04-05T01:52:25.420Z,32.5933333,-115.7733333,4.085,4.68,ml,35,195,0.1369,0.23,ci,ci14608980,2017-02-08T01:33:20.320Z,"18km W of Progreso, B.C., MX",earthquake,0.64,0.67,0.159,74,reviewed,ci,ci
2010-04-05T01:25:34.670Z,32.1445,-115.1148333,10.015,4.64,mw,9,302,0.7162,0.19,ci,ci30213759,2017-02-08T04:55:18.367Z,"11km SSE of Alberto Oviedo Mota, B.C., MX",earthquake,1.51,31.61,,0,reviewed,ci,ci
2010-04-05T00:07:07.920Z,31.9788333,-115.1341667,9.994,5.22,ml,9,276,0.7555,0.38,ci,ci10148002,2022-05-12T17:54:17.835Z,"27km SSW of Estacion Coahuila, B.C., MX",earthquake,7.67,31.61,0.156,123,reviewed,ci,ci
2010-04-04T23:37:33.490Z,32.4623333,-115.5978333,9.966,4.7,ml,22,244,0.2158,0.25,ci,ci14607972,2022-07-16T09:45:19.425Z,"13km S of Progreso, B.C., MX",earthquake,1.16,31.61,0.156,181,reviewed,ci,ci
2010-04-04T23:25:07.190Z,32.2661667,-115.2925,9.987,5.38,mw,10,278,0.5296,0.3,ci,ci14607924,2022-05-02T21:50:24.255Z,"12km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,3.12,31.61,,6,reviewed,ci,ci
2010-04-04T23:17:13.080Z,32.2211667,-115.2906667,9.995,4.56,ml,8,259,0.5639,0.22,ci,ci10169094,2017-02-08T15:42:53.506Z,"11km W of Alberto Oviedo Mota, B.C., MX",earthquake,2.61,31.61,0.11,11,reviewed,ci,ci
2010-04-04T23:15:14.240Z,32.3,-115.2595,9.987,5.43,mw,8,254,0.4955,0.23,ci,ci14607836,2022-05-02T22:35:48.114Z,"9km SW of Delta, B.C., MX",earthquake,1.8,31.61,,4,reviewed,ci,ci
2010-04-04T23:09:40.110Z,32.204,-115.3328333,9.979,4.79,ml,9,284,0.6059,0.17,ci,ci14607820,2020-07-07T22:06:16.238Z,"16km W of Alberto Oviedo Mota, B.C., MX",earthquake,2.12,31.61,0.18,305,reviewed,ci,ci
2010-04-04T22:50:17.120Z,32.0986667,-115.0481667,10.011,5.7,mw,5,296,0.7811,0.33,ci,ci31957759,2022-05-02T21:51:30.725Z,"12km SSW of Estacion Coahuila, B.C., MX",earthquake,3.14,31.61,,4,reviewed,ci,ci
2010-04-04T22:43:00.430Z,32.4533333,-115.632,9.981,5.26,ml,16,239,0.3162,0.26,ci,ci10184394,2017-02-08T15:33:36.578Z,"15km SSW of Progreso, B.C., MX",earthquake,1,31.61,0.11,13,reviewed,ci,ci
2010-04-04T22:40:42.360Z,32.2861667,-115.2953333,9.987,7.2,mw,10,239,0.5137,0.11,ci,ci14607652,2023-04-28T18:40:57.775Z,"12km SW of Delta, B.C., MX",earthquake,1.81,31.61,,0,reviewed,ci,ci
2010-03-30T09:14:10.460Z,31.276,-114.049,10,4.6,mb,38,160.6,,1.17,us,usp000ha4x,2014-11-07T01:41:06.521Z,"48 km W of Puerto Peñasco, Mexico",earthquake,,,,8,reviewed,us,us
2010-03-06T08:47:37.870Z,40.32,-124.733,12.543,4.5,mh,6,293,5.654,0.07,ci,ci14597412,2016-03-10T05:53:51.443Z,"49km SW of Ferndale, CA",earthquake,4.68,31.61,,0,reviewed,ci,ci
2010-03-06T08:46:23.810Z,40.3198333,-124.7333333,12.397,4.53,mw,78,237,0.3324,0.12,nc,nc71359410,2022-08-06T00:13:23.309Z,"48 km SW of Ferndale, California",earthquake,0.39,0.42,,4,reviewed,nc,nc
2010-02-04T20:20:21.970Z,40.4123333,-124.9613333,23.048,5.88,mw,41,233,0.4802,0.19,nc,nc71348851,2022-08-05T23:49:31.575Z,"61 km WSW of Ferndale, California",earthquake,1.42,7.41,,7,reviewed,nc,nc
2010-01-10T00:27:39.320Z,40.652,-124.6925,28.737,6.5,mw,51,220,0.3225,0.2,nc,nc71338066,2022-08-05T23:26:47.399Z,"37 km WNW of Ferndale, California",earthquake,0.55,1.31,,8,reviewed,nc,nc
2009-12-30T18:53:23.960Z,32.5323333,-115.2081667,5.986,4.77,ml,21,193,0.2792,0.34,ci,ci14565636,2020-07-07T22:05:21.405Z,"14km ESE of Puebla, B.C., MX",earthquake,1.75,31.61,0.12,302,reviewed,ci,ci
2009-12-30T18:48:57.330Z,32.464,-115.1891667,5.971,5.8,mw,19,205,0.324,0.39,ci,ci14565620,2022-08-05T23:13:27.083Z,"12km N of Delta, B.C., MX",earthquake,1.83,31.61,,7,reviewed,ci,ci
2009-11-16T21:21:30.630Z,35.5485,-117.2745,1.248,4.6,ml,54,46,0.0771,0.23,ci,ci10497821,2022-08-05T22:59:20.974Z,"26km SSE of Trona, CA",earthquake,0.28,0.64,0.135,377,reviewed,ci,ci
2009-10-16T10:27:15.260Z,30.045,-113.931,10,4.6,mb,102,185.8,,1.14,us,usp000h328,2022-07-15T19:09:13.786Z,"120 km W of La Libertad, Mexico",earthquake,,,,43,reviewed,us,us
2009-10-14T02:53:13.160Z,30.301,-114.11,10,4.5,mb,57,152.1,,1.23,us,usp000h2xg,2022-07-15T18:52:20.778Z,"106 km SE of San Felipe, Mexico",earthquake,,,,16,reviewed,us,us
2009-10-08T06:01:07.360Z,30.061,-114.073,10,4.6,mb,135,99.5,,1.37,us,usp000h2jj,2014-11-07T01:39:53.769Z,"Baja California, Mexico",earthquake,,,,32,reviewed,us,us
2009-10-08T04:45:47.930Z,30.07,-114.166,10,4.5,mb,18,245.1,,1.08,us,usp000h2jd,2014-11-07T01:39:53.747Z,"123 km SSE of San Felipe, Mexico",earthquake,,,,1,reviewed,us,us
2009-10-08T04:10:51.650Z,30.284,-113.781,10,4.5,mb,20,196.1,,1.09,us,usp000h2j8,2014-11-07T01:39:53.723Z,"112 km WNW of La Libertad, Mexico",earthquake,,,,1,reviewed,us,us
2009-10-08T01:38:36.300Z,30.304,-114.031,10,4.7,mb,58,167.6,,1.26,us,usp000h2hp,2022-07-15T18:47:24.407Z,"111 km SE of San Felipe, Mexico",earthquake,,,,9,reviewed,us,us
2009-10-03T05:31:57.720Z,36.39,-117.8635,0.08,4.66,ml,36,51,0.1674,0.25,ci,ci14520476,2022-08-05T22:15:38.376Z,"18km NE of Olancha, CA",earthquake,0.37,0.9,0.131,399,reviewed,ci,ci
2009-10-03T01:16:00.310Z,36.391,-117.8608333,-1.77,5.19,mw,36,50,0.1658,0.33,ci,ci14519780,2022-08-05T22:11:26.331Z,"18km NE of Olancha, CA",earthquake,0.46,1.22,,6,reviewed,ci,ci
2009-10-03T01:10:26.100Z,36.3863333,-117.8681667,1.688,4.85,ml,23,52,0.172,0.28,ci,ci14519764,2022-08-05T22:15:48.623Z,"17km NE of Olancha, CA",earthquake,0.37,31.61,0.135,372,reviewed,ci,ci
2009-10-03T01:09:19.140Z,36.391,-117.8638333,0.7,4.74,ml,36,51,0.1665,0.26,ci,ci14519756,2022-08-05T22:14:38.857Z,"18km NE of Olancha, CA",earthquake,0.42,0.95,0.164,185,reviewed,ci,ci
2009-10-01T10:01:24.670Z,36.3878333,-117.8586667,3.985,5,mw,34,49,0.1683,0.32,ci,ci14517500,2022-08-05T22:04:02.196Z,"18km NE of Olancha, CA",earthquake,0.49,31.61,,0,reviewed,ci,ci
2009-09-19T22:55:17.840Z,32.3706667,-115.2611667,9.987,5.08,mw,27,261,0.4352,0.42,ci,ci14512436,2022-08-05T21:59:53.916Z,"7km WNW of Delta, B.C., MX",earthquake,1.89,31.61,,5,reviewed,ci,ci
2009-09-13T07:06:22.390Z,29.446,-113.599,10,5,mwc,169,171.2,,1.34,us,usp000h1g3,2016-11-10T02:17:12.172Z,"101 km WSW of La Libertad, Mexico",earthquake,,,,,reviewed,us,gcmt
2009-08-07T10:49:34.720Z,40.3098333,-124.637,16.257,4.92,mw,32,232,0.2586,0.09,nc,nc71261376,2022-08-05T21:30:33.823Z,"43 km SW of Ferndale, California",earthquake,0.77,0.35,,6,reviewed,nc,nc
2009-08-05T09:13:12.300Z,29.615,-113.789,10,5.8,mwc,223,47.8,,1.32,us,usp000h005,2022-07-15T15:18:19.114Z,"111 km WSW of La Libertad, Mexico",earthquake,,,,,reviewed,us,gcmt
2009-05-23T22:58:32.940Z,36.3961667,-117.8376667,-0.64,4.73,ml,38,52,0.1564,0.25,ci,ci14462064,2022-08-05T20:28:36.698Z,"20km NE of Olancha, CA",earthquake,0.38,0.94,0.138,385,reviewed,ci,ci
2009-05-18T03:39:36.340Z,33.9376667,-118.3356667,13.817,4.7,mw,123,44,,0.34,ci,ci10410337,2022-08-05T20:19:51.446Z,"2km E of Lennox, CA",earthquake,0.29,0.49,,0,reviewed,ci,ci
2009-03-24T11:55:43.930Z,33.3171667,-115.7281667,6.003,4.77,ml,77,37,0.03561,0.26,ci,ci14433456,2022-08-05T19:52:03.176Z,"4km S of Bombay Beach, CA",earthquake,0.28,1.34,0.127,346,reviewed,ci,ci
2009-02-24T07:10:30.600Z,30.104,-114.348,4,4.6,mb,113,110.4,,,us,usp000gube,2022-07-15T04:48:45.473Z,"112 km SSE of San Felipe, Mexico",earthquake,,,,35,reviewed,ecx,us
2008-12-28T05:17:07.470Z,32.5681667,-115.5428333,10.01,4.52,ml,39,187,0.1748,0.91,ci,ci10368325,2022-08-05T19:00:02.720Z,"4km ESE of Progreso, B.C., MX",earthquake,2.92,31.61,0.15,375,reviewed,ci,ci
2008-12-26T12:19:40.020Z,39.9598333,-120.8688333,-1.668,4.5,mw,46,93,0.08559,0.13,nc,nc51213957,2022-08-05T18:57:46.742Z,"3 km NE of East Quincy, California",earthquake,0.27,1.21,,4,reviewed,nc,nc
2008-12-06T04:18:42.850Z,34.8133333,-116.4188333,6.37,5.06,mw,48,65,0.07081,0.19,ci,ci14408052,2022-08-05T18:44:44.117Z,"26km WNW of Ludlow, CA",earthquake,0.21,0.78,,6,reviewed,ci,ci
2008-11-20T19:23:00.190Z,32.3288333,-115.3318333,6.006,4.98,ml,29,228,0.4619,1.28,ci,ci14404512,2022-08-05T18:39:25.267Z,"13km WSW of Delta, B.C., MX",earthquake,4.32,31.61,0.129,246,reviewed,ci,ci
2008-11-16T05:43:15.590Z,40.3138333,-124.6026667,18.887,4.6,mw,39,230,0.2342,0.11,nc,nc51211307,2022-06-21T18:28:07.266Z,"40 km SW of Ferndale, California",earthquake,0.86,0.35,,7,reviewed,nc,nc
2008-10-26T09:27:22.340Z,40.3368333,-124.6288333,20.827,4.9,mw,22,231,0.2604,0.04,nc,nc71011617,2020-05-06T09:21:58.793Z,"40 km SW of Ferndale, California",earthquake,0.73,0.31,,5,reviewed,nc,nc
2008-09-05T21:54:33.590Z,32.3468333,-115.2295,14.987,4.63,ml,26,225,0.4423,0.72,ci,ci10347253,2020-05-02T01:56:52.544Z,"4km WSW of Delta, B.C., MX",earthquake,2.4,31.61,0.118,245,reviewed,ci,ci
2008-08-17T05:56:59.370Z,41.1885,-124.216,15.66,4.6,mw,15,172,0.1486,0.06,nc,nc51207076,2020-06-27T07:23:47.818Z,"7 km WNW of Big Lagoon, California",earthquake,0.52,0.36,,10,reviewed,nc,nc
2008-07-29T18:42:15.670Z,33.9485,-117.7663333,15.503,5.44,mw,136,17,0.08724,0.3,ci,ci14383980,2023-06-04T20:04:45.528Z,"5km S of Chino Hills, CA",earthquake,0.19,0.52,,6,reviewed,ci,ci
2008-05-14T16:09:52.930Z,30.25,-114.3,10,4.8,mwc,20,264.5,,1.14,us,usp000g6r2,2016-11-10T01:55:58.562Z,"100 km SSE of San Felipe, Mexico",earthquake,,,,,reviewed,us,gcmt
2008-04-30T03:03:06.900Z,40.8358333,-123.4968333,27.755,5.4,mw,33,36,0.1829,0.14,nc,nc40216664,2022-06-21T18:17:52.317Z,"3 km NNW of Burnt Ranch, California",earthquake,0.3,1.15,,8,reviewed,nc,nc
2008-04-26T06:40:19.120Z,38.6103333,-119.1331667,3.535,4.7,mh,5,253,0.7747,0.51,ci,ci10320621,2022-08-09T07:48:20.910Z,"27km SE of Smith Valley, NV",earthquake,2.84,31.61,,0,reviewed,ci,ci
2008-04-26T06:40:10.453Z,39.5231,-119.9393,2.8,5.1,ml,35,39.56,0.008,0.122,nn,nn00385392,2021-10-20T18:13:32.559Z,"1 km NW of Mogul, Nevada",earthquake,,0.5,0.13,2,reviewed,nn,nn
2008-04-26T06:39:59.648Z,39.5212,-119.9279,2.8,4.8,mw,40,38.3,0.002,0.104,nn,nn00242527,2017-06-19T19:32:57.740Z,"0 km N of Mogul, Nevada",earthquake,,0.5,,,reviewed,nn,nn
2008-02-22T23:27:45.133Z,41.1279,-114.9215,11,4.8,ml,10,132.34,0.021,0.1407,nn,nn00235053,2022-08-07T08:31:58.909Z,"4 km ENE of Wells, Nevada",earthquake,,1.1,,,reviewed,nn,nn
2008-02-22T19:33:52.140Z,32.3901667,-115.2698333,5.982,4.58,ml,18,263,0.4401,0.47,ci,ci12330895,2022-08-08T22:24:40.922Z,"8km WNW of Delta, B.C., MX",earthquake,1.46,31.61,0.218,40,reviewed,ci,ci
2008-02-22T19:31:18.480Z,32.421,-115.2853333,6.001,4.78,ml,33,213,0.4067,0.46,ci,ci14352012,2022-08-05T16:35:35.233Z,"11km NW of Delta, B.C., MX",earthquake,1.21,31.61,0.117,233,reviewed,ci,ci
2008-02-21T23:57:50.945Z,41.1463,-114.9313,13.2,4.6,mw,7,95.73,0.305,0.1012,nn,nn00234666,2020-05-12T00:57:54.888Z,"4 km NE of Wells, Nevada",earthquake,,11,,,reviewed,nn,nn
2008-02-21T14:34:55.538Z,41.137,-114.8398,0,5.1,ml,7,138.75,0.322,0.3244,nn,nn00517570,2015-11-16T20:00:35.791Z,"10 km ENE of Wells, Nevada",earthquake,2.95,,0.33,6,reviewed,nn,nn
2008-02-21T14:20:51.446Z,41.1165,-114.9011,6.8,4.6,ml,16,92.55,0.284,0.282,nn,nn00235990,2018-07-24T21:26:05.673Z,"5 km E of Wells, Nevada",earthquake,,2.6,0.32,11,reviewed,nn,nn
2008-02-21T14:16:02.821Z,41.1444,-114.8721,7.9,5.9,mw,18,95.21,0.318,0.1855,nn,nn00234425,2022-05-02T20:30:21.272Z,"8 km ENE of Wells, Nevada",earthquake,,1.9,,,reviewed,nn,nn
2008-02-20T01:28:55.450Z,32.4261667,-115.3063333,6.001,4.83,ml,33,212,0.3962,0.53,ci,ci14351300,2022-08-05T16:36:42.833Z,"13km NW of Delta, B.C., MX",earthquake,1.52,31.61,0.117,256,reviewed,ci,ci
2008-02-19T22:41:29.660Z,32.4325,-115.313,6.006,5.01,mw,32,210,0.3885,0.55,ci,ci14351140,2022-08-05T16:37:59.846Z,"14km NW of Delta, B.C., MX",earthquake,1.58,31.61,,6,reviewed,ci,ci
2008-02-19T20:24:27.920Z,29.785,-114.063,10,5.1,mwc,64,188.2,,1.34,us,usp000fz8x,2016-11-10T01:52:02.388Z,"133 km W of La Libertad, Mexico",earthquake,,,,,reviewed,us,gcmt
2008-02-12T04:32:39.240Z,32.4475,-115.3175,6.018,4.97,mw,29,208,0.3731,0.44,ci,ci14348588,2022-05-02T19:36:57.520Z,"13km SSE of Puebla, B.C., MX",earthquake,1.47,31.61,,6,reviewed,ci,ci
2008-02-11T18:29:30.530Z,32.3271667,-115.2568333,6.001,5.1,mw,28,228,0.5031,1.04,ci,ci14348196,2022-05-02T19:37:00.378Z,"7km WSW of Delta, B.C., MX",earthquake,4.91,31.61,,6,reviewed,ci,ci
2008-02-09T07:12:04.550Z,32.3595,-115.2773333,6.001,5.1,mw,31,222,0.467,1.4,ci,ci14346868,2022-08-05T16:45:21.149Z,"8km W of Delta, B.C., MX",earthquake,5.62,31.61,,6,reviewed,ci,ci
2008-01-19T23:13:05.430Z,40.1776667,-122.7036667,2.049,4.7,mw,36,32,0.03514,1.04,nc,nc51194936,2020-06-27T06:43:05.997Z,"31 km NW of Rancho Tehama Reserve, California",earthquake,1.14,2.24,,6,reviewed,nc,nc
2008-01-19T17:18:46.470Z,40.1671667,-122.7593333,10.169,4.5,mw,31,37,0.05856,0.32,nc,nc51194914,2020-06-27T06:41:31.206Z,"34 km WNW of Rancho Tehama Reserve, California",earthquake,0.47,0.68,,6,reviewed,nc,nc
2007-10-31T03:04:54.810Z,37.4335,-121.7743333,9.741,5.45,mw,156,50,0.02703,0.11,nc,nc40204628,2022-08-05T16:49:15.890Z,"6 km NNE of East Foothills, California",earthquake,0.11,0.28,,6,reviewed,nc,nc
2007-09-02T17:29:14.790Z,33.7321667,-117.477,12.192,4.73,ml,136,54,,0.32,ci,ci10275733,2022-08-05T16:51:42.405Z,"13km NE of Trabuco Canyon, CA",earthquake,0.27,0.55,0.137,396,reviewed,ci,ci
2007-08-09T07:58:49.590Z,34.2995,-118.6195,7.062,4.66,ml,111,24,0.0442,0.3,ci,ci14312160,2022-08-05T16:52:58.088Z,"5km NNW of Chatsworth, CA",earthquake,0.24,1.05,0.177,355,reviewed,ci,ci
2007-06-25T02:32:24.620Z,41.1155,-124.8245,2.563,5,mw,213,213,0.6063,0.28,nc,nc51183469,2020-05-21T01:24:59.180Z,"57 km W of Trinidad, California",earthquake,0.54,2.63,,5,reviewed,nc,nc
2007-06-12T07:23:43.130Z,37.5403333,-118.8675,7.94,4.6,mw,44,56,,0.06,nc,nc51182810,2020-08-15T03:52:37.390Z,"14km SE of Mammoth Lakes, CA",earthquake,0.21,0.4,,5,reviewed,nc,nc
2007-05-09T08:07:31.340Z,40.3841667,-124.9553333,-0.553,4.53,mw,57,234,0.4804,0.14,nc,nc51181706,2022-03-14T17:04:15.571Z,"57km W of Petrolia, CA",earthquake,1.07,2.59,,5,reviewed,nc,nc
2007-05-09T07:50:03.830Z,40.3745,-125.0161667,-0.423,5.2,mw,57,239,0.527,0.14,nc,nc51181705,2022-05-02T20:16:41.199Z,"67 km WSW of Ferndale, California",earthquake,0.83,2.98,,4,reviewed,nc,nc
2007-04-18T08:42:22.330Z,39.4645,-123.1073333,4.725,4.79,mw,45,30,0.1153,0.11,nc,nc40195779,2020-06-27T06:35:21.868Z,"15 km N of Potter Valley, California",earthquake,0.16,0.9,,10,reviewed,nc,nc
2007-03-09T03:17:32.110Z,38.4293333,-119.3606667,6.785,4.7,mw,39,119,0.0964,0.06,nc,nc51179422,2020-06-27T06:28:16.203Z,"13 km SE of Walker, California",earthquake,0.17,0.37,,8,reviewed,nc,nc
2007-02-26T12:21:02.140Z,40.642,-124.87,4.957,5.4,mh,21,329,,69.32,ci,ci10233309,2016-03-09T08:10:39.568Z,"52km W of Ferndale, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2007-02-26T12:19:54.530Z,40.6428333,-124.8628333,-0.533,5.4,mw,94,244,0.4333,0.19,nc,nc40193932,2022-05-02T19:56:40.011Z,"51 km W of Ferndale, California",earthquake,0.7,1.64,,13,reviewed,nc,nc
2007-01-18T06:21:06.420Z,30.493,-114.086,10,4.8,mwc,54,149.6,,1.2,us,usp000f2x4,2016-11-10T01:33:52.743Z,"93 km SE of San Felipe, Mexico",earthquake,,,,,reviewed,us,gcmt
2006-11-03T15:56:43.050Z,32.676,-116.0481667,13.436,4.62,ml,48,145,0.04732,0.44,ci,ci10215753,2020-06-27T06:05:57.191Z,"8km SW of Ocotillo, CA",earthquake,0.48,0.64,0.173,378,reviewed,ci,ci
2006-10-20T17:00:08.100Z,38.8666667,-122.7873333,2.546,4.56,mw,69,39,0.04685,0.08,nc,nc21543835,2020-05-06T09:10:38.703Z,"7 km NW of Cobb, California",earthquake,0.13,0.4,,7,reviewed,nc,nc
2006-08-03T03:08:12.860Z,38.3635,-122.5886667,8.55,4.5,mw,107,28,0.01712,0.14,nc,nc21530368,2020-05-06T09:05:57.951Z,"5 km W of Glen Ellen, California",earthquake,0.14,0.27,,6,reviewed,nc,nc
2006-07-19T11:41:43.460Z,40.2806667,-124.4331667,20.064,5,mw,39,223,0.2081,0.09,nc,nc21527987,2020-05-06T09:05:26.783Z,"35 km SSW of Ferndale, California",earthquake,0.61,0.45,,6,reviewed,nc,nc
2006-05-24T04:20:26.010Z,32.3066667,-115.2278333,6.006,5.37,mw,21,263,0.4775,0.36,ci,ci12245763,2022-05-02T15:30:57.072Z,"6km SSW of Delta, B.C., MX",earthquake,1.86,31.61,0.221,0,reviewed,ci,ci
2006-05-12T10:37:29.330Z,38.8171667,-122.8138333,3.618,4.71,mw,47,32,0.01802,0.11,nc,nc21516950,2020-05-06T08:15:03.181Z,"7 km W of Cobb, California",earthquake,0.17,0.47,,7,reviewed,nc,nc
2006-05-01T21:04:42.600Z,30.199,-114.332,10,5.1,mwc,61,165.7,,1.17,us,usp000eg09,2016-11-10T01:21:35.698Z,"103 km SSE of San Felipe, Mexico",earthquake,,,,,reviewed,us,hrv
2006-05-01T20:53:20.960Z,29.809,-114.588,10,4.9,mwc,40,182,,1.41,us,usp000eg08,2016-11-10T01:21:35.204Z,"113 km ESE of El Rosario de Arriba, Mexico",earthquake,,,,,reviewed,us,hrv
2006-03-26T01:56:37.600Z,40.2778333,-124.449,22.253,4.52,mw,28,240,,0.13,nc,nc21510606,2022-02-17T19:15:45.039Z,"15km WSW of Petrolia, CA",earthquake,1.46,0.8,,6,reviewed,nc,nc
2005-10-31T00:23:30.930Z,44.874,-113.399,5,4.5,mwc,48,61.5,,0.73,us,usp000e365,2022-06-18T10:39:25.346Z,"21 km N of Leadore, Idaho",earthquake,,,,,reviewed,us,hrv
